Provider,TotalClaimCount,TotalInscClaimAmtReimbursed,AvgInscClaimAmtReimbursed,TotalDeductibleAmtPaid,AvgDeductibleAmtPaid,UniqueBeneficiaryCount,AvgClaimDuration,AvgLengthOfStay,NumChronicConditions_Mean,PotentialFraud
PRV52143,17,8290,487.6470588235294,50.0,2.9411764705882355,17,5.705882352941177,,3.4705882352941178,No
PRV52144,134,123130,918.8805970149253,12966.0,96.76119402985074,133,1.708955223880597,4.166666666666667,4.044776119402985,No
PRV52145,245,60910,248.6122448979592,650.0,2.6530612244897958,236,1.3673469387755102,,4.363265306122449,No
PRV52146,40,240710,6017.75,25632.0,640.8,39,4.725,5.625,5.45,No
PRV52147,211,291500,1381.516587677725,19404.0,91.96208530805687,211,1.90521327014218,6.055555555555555,4.786729857819905,Yes
PRV52148,78,345150,4425.0,45006.0,577.0,76,3.858974358974359,5.761904761904762,5.089743589743589,No
PRV52149,180,191550,1064.1666666666667,15732.0,88.38202247191012,174,1.9222222222222223,4.4375,4.911111111111111,No
PRV52150,310,445240,1436.258064516129,33668.0,108.60645161290323,288,2.403225806451613,7.161290322580645,4.306451612903226,No
PRV52151,121,474110,3918.2644628099174,49338.0,411.15,114,3.074380165289256,5.638297872340425,4.809917355371901,Yes
PRV52152,88,454360,5163.181818181818,47052.0,553.5529411764705,84,2.909090909090909,5.042553191489362,5.170454545454546,No
PRV52154,742,194350,261.92722371967653,2570.0,3.463611859838275,705,1.564690026954178,,4.2533692722371965,No
PRV52155,62,98490,1588.5483870967741,13086.0,211.06451612903226,56,3.7580645161290325,11.583333333333334,4.370967741935484,No
PRV52156,124,271910,2192.8225806451615,13964.0,112.61290322580645,123,1.3064516129032258,4.615384615384615,4.548387096774194,No
PRV52157,227,494450,2178.193832599119,45596.0,201.75221238938053,178,2.7577092511013217,6.930232558139535,4.881057268722467,No
PRV52159,271,288300,1063.8376383763837,26262.0,96.90774907749078,263,1.3579335793357934,3.8333333333333335,4.531365313653136,No
PRV52160,53,41460,782.2641509433962,3474.0,65.54716981132076,53,2.2641509433962264,4.666666666666667,4.018867924528302,No
PRV52161,10,1660,166.0,0.0,0.0,10,0.0,,3.6,No
PRV52162,39,28000,717.9487179487179,1258.0,32.256410256410255,36,2.128205128205128,2.0,4.282051282051282,No
PRV52163,62,37470,604.3548387096774,2216.0,35.74193548387097,62,1.2741935483870968,1.0,4.419354838709677,No
PRV52165,72,114060,1584.1666666666667,10790.0,149.86111111111111,62,1.625,4.4,4.833333333333333,Yes
PRV52166,100,69300,693.0,7676.0,76.76,85,1.62,5.0,4.67,No
PRV52167,80,116390,1454.875,9832.0,122.9,74,2.2625,4.444444444444445,4.65,No
PRV52168,78,17660,226.4102564102564,300.0,3.8461538461538463,77,0.9230769230769231,,4.461538461538462,No
PRV52169,39,10000,256.4102564102564,70.0,1.794871794871795,38,1.6666666666666667,,4.358974358974359,No
PRV52170,43,62090,1443.953488372093,3204.0,74.51162790697674,43,1.441860465116279,14.0,3.7906976744186047,No
PRV52171,12,17820,1485.0,3204.0,267.0,12,1.5833333333333333,5.0,4.75,No
PRV52173,119,1381400,11608.403361344537,124956.0,1068.0,108,6.571428571428571,6.571428571428571,5.4789915966386555,Yes
PRV52174,4,830,207.5,0.0,0.0,4,0.0,,3.75,No
PRV52175,221,58320,263.8914027149321,410.0,1.8552036199095023,215,1.16289592760181,,4.361990950226244,No
PRV52176,21,312000,14857.142857142857,22428.0,1068.0,21,4.476190476190476,4.476190476190476,4.809523809523809,No
PRV52177,39,33850,867.9487179487179,5490.0,140.76923076923077,39,1.794871794871795,5.4,4.769230769230769,No
PRV52178,136,1379590,10144.04411764706,137772.0,1043.7272727272727,121,6.492647058823529,6.631578947368421,5.779411764705882,Yes
PRV52179,44,39910,907.0454545454545,2306.0,52.40909090909091,19,1.8636363636363635,5.5,5.886363636363637,No
PRV52180,62,78720,1269.6774193548388,5720.0,92.25806451612904,58,1.6612903225806452,6.2,4.758064516129032,No
PRV52181,27,108640,4023.703703703704,10680.0,395.55555555555554,25,4.481481481481482,6.0,5.185185185185185,Yes
PRV52182,109,63620,583.6697247706422,5670.0,52.018348623853214,54,2.238532110091743,3.8,4.477064220183486,No
PRV52184,21,2960,140.95238095238096,0.0,0.0,20,0.7619047619047619,,3.9047619047619047,No
PRV52185,68,15510,228.08823529411765,230.0,3.3823529411764706,54,1.4852941176470589,,4.426470588235294,No
PRV52186,41,7160,174.6341463414634,110.0,2.682926829268293,38,1.0731707317073171,,3.8536585365853657,No
PRV52187,27,7440,275.55555555555554,0.0,0.0,25,2.7777777777777777,,4.888888888888889,No
PRV52188,33,171080,5184.242424242424,14992.0,454.3030303030303,32,4.212121212121212,6.571428571428571,4.757575757575758,No
PRV52189,23,5890,256.0869565217391,60.0,2.608695652173913,20,2.1739130434782608,,4.173913043478261,No
PRV52191,28,8640,308.57142857142856,0.0,0.0,25,1.7142857142857142,,4.714285714285714,No
PRV52192,32,52060,1626.875,6408.0,200.25,29,1.53125,4.333333333333333,4.90625,No
PRV52193,153,28620,187.05882352941177,760.0,4.967320261437909,125,1.5359477124183007,,4.549019607843137,No
PRV52195,10,120000,12000.0,10680.0,1068.0,10,6.5,6.5,5.3,Yes
PRV52196,6,2710,451.6666666666667,0.0,0.0,6,0.6666666666666666,,5.333333333333333,No
PRV52197,10,114000,11400.0,10680.0,1068.0,10,7.7,7.7,5.4,No
PRV52199,10,1080,108.0,80.0,8.0,10,0.9,,4.5,No
PRV52200,1,40,40.0,0.0,0.0,1,0.0,,8.0,No
PRV52201,9,450,50.0,0.0,0.0,9,4.111111111111111,,4.888888888888889,No
PRV52202,50,8200,164.0,0.0,0.0,49,0.42,,4.52,No
PRV52204,9,2590,287.77777777777777,0.0,0.0,8,2.3333333333333335,,4.666666666666667,No
PRV52205,2,1120,560.0,0.0,0.0,2,0.0,,6.5,No
PRV52206,5,1810,362.0,0.0,0.0,5,5.6,,3.2,No
PRV52208,13,4560,350.7692307692308,50.0,3.8461538461538463,12,0.15384615384615385,,4.6923076923076925,No
PRV52209,8,4960,620.0,0.0,0.0,8,5.0,,5.25,No
PRV52211,130,26860,206.6153846153846,100.0,0.7692307692307693,124,0.6076923076923076,,4.338461538461538,No
PRV52212,64,13220,206.5625,50.0,0.78125,62,0.984375,,4.09375,No
PRV52213,7,590,84.28571428571429,0.0,0.0,7,1.2857142857142858,,3.5714285714285716,No
PRV52214,47,12680,269.78723404255317,260.0,5.531914893617022,43,1.702127659574468,,4.127659574468085,No
PRV52216,15,4940,329.3333333333333,140.0,9.333333333333334,14,2.6666666666666665,,4.733333333333333,No
PRV52217,5,520,104.0,0.0,0.0,4,0.2,,4.4,No
PRV52218,8,1660,207.5,0.0,0.0,8,0.0,,3.625,No
PRV52219,4,2780,695.0,0.0,0.0,4,0.0,,4.75,No
PRV52220,12,2200,183.33333333333334,0.0,0.0,12,0.0,,6.25,No
PRV52221,1,10,10.0,0.0,0.0,1,0.0,,3.0,No
PRV52222,54,16920,313.3333333333333,60.0,1.1111111111111112,52,2.3333333333333335,,4.185185185185185,No
PRV52224,41,10100,246.34146341463415,100.0,2.4390243902439024,35,2.317073170731707,,4.439024390243903,No
PRV52225,6,840,140.0,100.0,16.666666666666668,6,0.0,,4.166666666666667,No
PRV52226,2,100,50.0,0.0,0.0,2,2.0,,3.0,No
PRV52227,7,5560,794.2857142857143,100.0,14.285714285714286,6,3.0,,4.285714285714286,No
PRV52228,8,2400,300.0,0.0,0.0,8,3.375,,4.5,No
PRV52229,11,370,33.63636363636363,60.0,5.454545454545454,11,1.8181818181818181,,4.454545454545454,No
PRV52230,43,15100,351.16279069767444,0.0,0.0,15,0.9069767441860465,,3.953488372093023,No
PRV52231,6,3980,663.3333333333334,100.0,16.666666666666668,6,3.3333333333333335,,6.333333333333333,No
PRV52232,4,640,160.0,100.0,25.0,4,0.0,,2.25,No
PRV52233,216,63540,294.1666666666667,430.0,1.9907407407407407,156,1.6388888888888888,,4.212962962962963,No
PRV52235,2,970,485.0,0.0,0.0,2,0.0,,4.5,No
PRV52236,14,5780,412.85714285714283,0.0,0.0,13,1.9285714285714286,,4.5,No
PRV52237,38,7400,194.73684210526315,270.0,7.105263157894737,38,1.9473684210526316,,3.9473684210526314,No
PRV52238,11,1530,139.0909090909091,0.0,0.0,10,0.45454545454545453,,3.6363636363636362,No
PRV52240,62,25220,406.7741935483871,30.0,0.4838709677419355,61,2.306451612903226,,4.564516129032258,No
PRV52241,23,5690,247.3913043478261,0.0,0.0,22,1.7391304347826086,,4.521739130434782,No
PRV52242,31,13600,438.7096774193548,170.0,5.483870967741935,30,3.3548387096774195,,3.6129032258064515,No
PRV52246,67,26510,395.67164179104475,100.0,1.492537313432836,47,2.626865671641791,,4.552238805970149,No
PRV52247,49,10890,222.24489795918367,80.0,1.6326530612244898,48,0.7346938775510204,,4.428571428571429,No
PRV52248,24,12750,531.25,110.0,4.583333333333333,21,4.208333333333333,,4.666666666666667,No
PRV52249,47,25480,542.1276595744681,80.0,1.702127659574468,41,4.425531914893617,,4.723404255319149,No
PRV52251,4,270,67.5,0.0,0.0,4,0.0,,5.25,No
PRV52252,26,2130,81.92307692307692,70.0,2.6923076923076925,26,1.3076923076923077,,4.8076923076923075,No
PRV52253,1,80,80.0,0.0,0.0,1,0.0,,4.0,No
PRV52254,31,3960,127.74193548387096,50.0,1.6129032258064515,30,2.806451612903226,,4.064516129032258,No
PRV52255,10,720,72.0,0.0,0.0,7,0.1,,5.7,No
PRV52256,1,50,50.0,0.0,0.0,1,0.0,,5.0,No
PRV52257,15,4440,296.0,0.0,0.0,14,2.2666666666666666,,4.333333333333333,No
PRV52260,63,12880,204.44444444444446,50.0,0.7936507936507936,62,1.3492063492063493,,3.6984126984126986,No
PRV52261,1,200,200.0,0.0,0.0,1,0.0,,2.0,No
PRV52262,112,27840,248.57142857142858,140.0,1.25,92,0.8125,,4.366071428571429,No
PRV52263,3,630,210.0,0.0,0.0,3,0.0,,5.666666666666667,No
PRV52264,25,4420,176.8,20.0,0.8,21,0.04,,4.4,No
PRV52265,30,260000,8666.666666666666,30972.0,1068.0,27,4.733333333333333,4.733333333333333,6.4,No
PRV52266,37,460400,12443.243243243243,37380.0,1068.0,30,7.45945945945946,7.702702702702703,6.0,No
PRV52267,10,78900,7890.0,10680.0,1068.0,10,4.9,4.9,5.4,No
PRV52271,19,3760,197.89473684210526,50.0,2.6315789473684212,19,1.105263157894737,,4.578947368421052,No
PRV52272,8,4210,526.25,0.0,0.0,8,0.0,,5.125,No
PRV52273,11,4380,398.1818181818182,40.0,3.6363636363636362,11,0.0,,5.909090909090909,No
PRV52274,38,7800,205.26315789473685,10.0,0.2631578947368421,17,0.7368421052631579,,4.131578947368421,No
PRV52275,101,27220,269.5049504950495,270.0,2.6732673267326734,57,0.9603960396039604,,4.891089108910891,No
PRV52276,68,17750,261.02941176470586,330.0,4.852941176470588,62,1.4558823529411764,,4.1911764705882355,No
PRV52278,16,235000,14687.5,17088.0,1068.0,16,5.6875,5.6875,5.8125,No
PRV52279,83,783300,9437.349397590362,85440.0,1054.8148148148148,77,5.481927710843373,5.573170731707317,6.120481927710843,No
PRV52280,41,395000,9634.146341463415,42720.0,1068.0,38,7.2682926829268295,7.2682926829268295,5.414634146341464,Yes
PRV52281,41,408000,9951.219512195123,43788.0,1068.0,41,4.7560975609756095,4.7560975609756095,5.682926829268292,No
PRV52282,6,77000,12833.333333333334,5340.0,1068.0,6,6.0,6.0,5.666666666666667,No
PRV52283,66,594700,9010.60606060606,69420.0,1068.0,54,4.9393939393939394,4.9393939393939394,6.151515151515151,Yes
PRV52284,39,5320,136.4102564102564,180.0,4.615384615384615,32,1.7179487179487178,,4.589743589743589,No
PRV52285,19,144000,7578.9473684210525,19224.0,1068.0,19,5.894736842105263,5.894736842105263,5.2631578947368425,No
PRV52286,5,90000,18000.0,5340.0,1068.0,5,3.4,3.4,5.2,No
PRV52288,13,2810,216.15384615384616,0.0,0.0,12,0.07692307692307693,,5.076923076923077,No
PRV52289,4,18000,4500.0,4272.0,1068.0,4,3.25,3.25,5.0,No
PRV52290,10,68000,6800.0,10680.0,1068.0,10,3.1,3.1,5.9,No
PRV52291,18,128000,7111.111111111111,18156.0,1008.6666666666666,17,4.388888888888889,4.647058823529412,5.333333333333333,No
PRV52292,25,303000,12120.0,26700.0,1068.0,25,7.2,7.2,5.6,Yes
PRV52293,7,4170,595.7142857142857,0.0,0.0,7,3.0,,3.857142857142857,No
PRV52294,7,54000,7714.285714285715,7476.0,1068.0,7,4.571428571428571,4.571428571428571,5.428571428571429,No
PRV52295,5,19000,3800.0,5340.0,1068.0,5,5.2,5.2,4.0,No
PRV52296,2,12000,6000.0,2136.0,1068.0,2,3.5,3.5,4.0,No
PRV52298,218,153300,703.2110091743119,8994.0,41.44700460829493,144,1.7477064220183487,3.2222222222222223,4.665137614678899,No
PRV52299,601,157140,261.46422628951746,1470.0,2.4459234608985025,255,1.194675540765391,,4.450915141430948,No
PRV52300,21,59160,2817.1428571428573,3224.0,153.52380952380952,19,2.761904761904762,5.666666666666667,4.857142857142857,No
PRV52302,46,136280,2962.608695652174,10680.0,237.33333333333334,30,2.1739130434782608,5.818181818181818,4.913043478260869,No
PRV52303,392,347340,886.0714285714286,24646.0,63.033248081841435,313,1.1683673469387754,4.304347826086956,4.678571428571429,No
PRV52304,184,63120,343.04347826086956,790.0,4.293478260869565,88,1.2554347826086956,,4.608695652173913,No
PRV52306,15,7030,468.6666666666667,0.0,0.0,15,0.5333333333333333,,4.0,No
PRV52307,175,806460,4608.342857142857,54828.0,316.9248554913295,167,2.645714285714286,5.60377358490566,4.462857142857143,Yes
PRV52308,87,374760,4307.586206896552,42840.0,492.41379310344826,72,2.954022988505747,4.8,5.022988505747127,Yes
PRV52309,170,45340,266.70588235294116,210.0,1.2352941176470589,88,1.9470588235294117,,4.547058823529412,No
PRV52310,454,106790,235.2202643171806,1500.0,3.303964757709251,190,0.8524229074889867,,4.081497797356828,No
PRV52311,28,7770,277.5,0.0,0.0,23,0.75,,3.7142857142857144,No
PRV52312,214,79810,372.94392523364485,550.0,2.5700934579439254,112,1.144859813084112,,4.766355140186916,No
PRV52313,504,146700,291.07142857142856,1480.0,2.9365079365079363,196,1.626984126984127,,4.910714285714286,No
PRV52314,223,455180,2041.1659192825111,41094.0,185.94570135746605,192,2.3004484304932737,5.825,4.7174887892376685,No
PRV52315,85,61930,728.5882352941177,5480.0,64.47058823529412,66,1.5529411764705883,8.8,4.682352941176471,No
PRV52317,25,28590,1143.6,2346.0,93.84,21,2.0,4.0,4.96,No
PRV52318,39,10000,256.4102564102564,110.0,2.8205128205128207,37,1.5128205128205128,,4.615384615384615,No
PRV52319,30,7740,258.0,60.0,2.0,29,1.3666666666666667,,4.366666666666666,No
PRV52320,366,874200,2388.5245901639346,73224.0,200.61369863013698,292,2.210382513661202,5.797101449275362,4.3497267759562845,Yes
PRV52321,150,390230,2601.5333333333333,34296.0,230.1744966442953,135,2.1066666666666665,5.515151515151516,4.993333333333333,Yes
PRV52323,190,49770,261.94736842105266,440.0,2.3157894736842106,179,1.1157894736842104,,4.589473684210526,No
PRV52325,130,281800,2167.6923076923076,29016.0,223.2,111,3.246153846153846,6.555555555555555,5.246153846153846,Yes
PRV52326,14,70770,5055.0,8544.0,610.2857142857143,13,3.5714285714285716,2.75,6.0,No
PRV52328,35,19560,558.8571428571429,80.0,2.2857142857142856,28,0.9142857142857143,,4.428571428571429,No
PRV52331,61,68430,1121.8032786885246,8784.0,146.4,49,1.3278688524590163,5.333333333333333,4.262295081967213,No
PRV52332,64,20650,322.65625,230.0,3.59375,62,1.484375,,4.53125,No
PRV52334,67,113980,1701.1940298507463,8564.0,127.82089552238806,49,0.8955223880597015,4.75,4.029850746268656,No
PRV52335,242,109870,454.0082644628099,2536.0,10.479338842975206,87,1.396694214876033,5.5,4.884297520661157,No
PRV52336,86,26960,313.48837209302326,370.0,4.3023255813953485,78,1.302325581395349,,4.313953488372093,No
PRV52337,773,205790,266.22250970245796,1900.0,2.4579560155239326,226,1.1746442432082795,,4.159120310478655,Yes
PRV52340,1743,2540130,1457.3321858864028,242594.0,139.2617680826636,693,2.0854847963281697,5.419642857142857,4.809523809523809,Yes
PRV52341,135,45450,336.6666666666667,270.0,2.0,122,1.511111111111111,,4.592592592592593,No
PRV52342,218,652190,2991.697247706422,53880.0,248.29493087557603,184,2.55045871559633,6.607843137254902,4.6880733944954125,No
PRV52343,261,481840,1846.1302681992338,45646.0,174.88888888888889,177,2.0,5.214285714285714,4.7701149425287355,Yes
PRV52344,130,272150,2093.4615384615386,25084.0,192.95384615384614,54,0.8384615384615385,3.5652173913043477,4.338461538461538,No
PRV52346,68,217540,3199.1176470588234,18386.0,278.57575757575756,57,2.6029411764705883,5.052631578947368,4.9411764705882355,No
PRV52347,397,715090,1801.2342569269522,54940.0,138.38790931989925,342,2.1486146095717884,5.08,4.763224181360202,Yes
PRV52348,67,102790,1534.1791044776119,9872.0,147.34328358208955,36,3.044776119402985,7.333333333333333,4.462686567164179,No
PRV52349,99,20410,206.16161616161617,190.0,1.9191919191919191,94,1.5151515151515151,,4.383838383838384,No
PRV52350,40,38660,966.5,7656.0,191.4,29,1.925,3.7142857142857144,5.0,No
PRV52351,425,103700,244.0,1440.0,3.388235294117647,362,1.275294117647059,,4.3223529411764705,No
PRV52352,32,9660,301.875,50.0,1.5625,32,1.4375,,4.25,No
PRV52353,48,150420,3133.75,6438.0,134.125,45,2.0208333333333335,7.333333333333333,4.5,No
PRV52354,66,19400,293.93939393939394,330.0,5.0,33,0.9848484848484849,,4.075757575757576,No
PRV52355,63,24170,383.6507936507937,400.0,6.349206349206349,26,1.1587301587301588,,4.714285714285714,No
PRV52356,98,22350,228.0612244897959,300.0,3.061224489795918,63,1.8061224489795917,,4.408163265306122,No
PRV52357,105,98830,941.2380952380952,8764.0,83.46666666666667,83,1.7809523809523808,5.625,4.4,No
PRV52358,18,5180,287.77777777777777,100.0,5.555555555555555,17,3.0,,5.333333333333333,No
PRV52359,107,426430,3985.3271028037384,45146.0,421.9252336448598,98,2.588785046728972,4.976190476190476,4.607476635514018,No
PRV52361,158,44230,279.9367088607595,1070.0,6.772151898734177,145,0.9556962025316456,,4.094936708860759,No
PRV52362,154,125630,815.7792207792207,10132.0,65.79220779220779,133,1.2337662337662338,6.222222222222222,4.740259740259741,No
PRV52365,739,202130,273.51826792963465,2250.0,3.044654939106901,381,1.3301759133964817,,4.508795669824087,No
PRV52366,216,280880,1300.3703703703704,27190.0,125.87962962962963,140,1.7314814814814814,4.36,4.814814814814815,No
PRV52367,297,156620,527.3400673400673,4772.0,16.067340067340066,180,1.2693602693602695,6.75,4.579124579124579,No
PRV52369,547,163780,299.41499085923215,1690.0,3.0895795246800732,358,1.4442413162705667,,4.83546617915905,No
PRV52371,72,17370,241.25,510.0,7.083333333333333,50,1.2083333333333333,,4.277777777777778,No
PRV52372,124,292040,2355.1612903225805,28966.0,233.59677419354838,76,2.0806451612903225,6.0,4.693548387096774,No
PRV52373,23,43710,1900.4347826086957,3204.0,139.30434782608697,22,2.260869565217391,3.6666666666666665,4.565217391304348,No
PRV52374,228,68780,301.6666666666667,890.0,3.9035087719298245,102,1.8333333333333333,,4.337719298245614,No
PRV52377,44,13700,311.3636363636364,70.0,1.5909090909090908,44,0.6818181818181818,,4.340909090909091,No
PRV52378,12,11920,993.3333333333334,3204.0,267.0,12,4.416666666666667,11.0,5.0,No
PRV52380,4,280,70.0,0.0,0.0,4,5.0,,4.0,No
PRV52381,80,33460,418.25,230.0,2.875,31,2.2875,,4.8125,No
PRV52383,74,15540,210.0,160.0,2.1621621621621623,51,1.3918918918918919,,4.837837837837838,Yes
PRV52384,33,7880,238.78787878787878,420.0,12.727272727272727,32,0.0,,4.484848484848484,No
PRV52385,22,7140,324.54545454545456,60.0,2.727272727272727,19,0.7272727272727273,,3.727272727272727,No
PRV52386,237,55300,233.33333333333334,840.0,3.5443037974683542,161,1.9451476793248945,,4.329113924050633,No
PRV52387,63,121740,1932.3809523809523,13944.0,221.33333333333334,39,2.3174603174603177,4.769230769230769,4.619047619047619,No
PRV52389,171,44690,261.34502923976606,420.0,2.456140350877193,139,1.6608187134502923,,4.807017543859649,No
PRV52390,36,6400,177.77777777777777,130.0,3.611111111111111,34,2.25,,4.555555555555555,No
PRV52391,22,9030,410.45454545454544,200.0,9.090909090909092,15,2.6363636363636362,,4.045454545454546,No
PRV52392,127,85980,677.007874015748,5560.0,43.77952755905512,54,1.3858267716535433,6.6,5.165354330708661,No
PRV52393,91,197430,2169.5604395604396,16200.0,180.0,62,2.208791208791209,8.875,4.813186813186813,No
PRV52394,118,55530,470.59322033898303,3754.0,31.8135593220339,96,2.2542372881355934,7.0,4.423728813559322,No
PRV52395,912,268430,294.3311403508772,3080.0,3.3771929824561404,444,1.518640350877193,,4.541666666666667,No
PRV52396,40,156300,3907.5,18156.0,453.9,34,3.075,6.0,5.8,Yes
PRV52397,8,1010,126.25,70.0,8.75,8,4.25,,6.625,No
PRV52398,48,197890,4122.708333333333,11868.0,252.51063829787233,41,2.5,5.416666666666667,4.8125,No
PRV52399,434,118800,273.7327188940092,1150.0,2.6497695852534564,277,0.543778801843318,,4.407834101382488,No
PRV52400,231,64710,280.12987012987014,510.0,2.207792207792208,120,1.7705627705627707,,4.683982683982684,No
PRV52401,141,78400,556.0283687943263,5002.0,35.47517730496454,54,1.0425531914893618,4.25,4.560283687943262,No
PRV52402,209,577120,2761.33971291866,60238.0,289.6057692307692,185,2.215311004784689,5.456140350877193,4.827751196172249,No
PRV52403,216,62760,290.55555555555554,2616.0,12.11111111111111,84,1.6018518518518519,4.0,4.199074074074074,No
PRV52404,27,60610,2244.814814814815,7636.0,282.81481481481484,26,2.6296296296296298,7.428571428571429,4.185185185185185,No
PRV52405,89,189070,2124.38202247191,23606.0,265.23595505617976,71,3.067415730337079,4.0,4.707865168539326,No
PRV52406,63,13420,213.015873015873,130.0,2.0634920634920637,44,0.9841269841269841,,3.7777777777777777,No
PRV52407,43,15970,371.3953488372093,410.0,9.534883720930232,18,0.5348837209302325,,4.325581395348837,No
PRV52408,29,4270,147.24137931034483,80.0,2.7586206896551726,12,1.0344827586206897,,4.655172413793103,No
PRV52409,16,2630,164.375,100.0,6.25,15,0.0,,4.125,No
PRV52410,58,24310,419.13793103448273,0.0,0.0,23,0.06896551724137931,,5.396551724137931,No
PRV52411,92,32010,347.9347826086956,420.0,4.565217391304348,51,1.576086956521739,,4.521739130434782,No
PRV52412,63,20340,322.85714285714283,70.0,1.1111111111111112,40,1.5396825396825398,,4.031746031746032,No
PRV52414,132,43600,330.3030303030303,550.0,4.166666666666667,59,1.446969696969697,,4.181818181818182,No
PRV52415,41,7500,182.9268292682927,390.0,9.512195121951219,13,1.0731707317073171,,3.8048780487804876,No
PRV52416,42,9650,229.76190476190476,230.0,5.476190476190476,22,0.14285714285714285,,2.857142857142857,No
PRV52417,20,4210,210.5,120.0,6.0,7,2.05,,5.75,No
PRV52418,35,7730,220.85714285714286,150.0,4.285714285714286,24,1.4285714285714286,,4.057142857142857,No
PRV52419,112,113470,1013.125,4542.0,40.91891891891892,34,2.919642857142857,8.8,5.678571428571429,No
PRV52420,141,78050,553.5460992907801,100.0,0.7092198581560284,47,3.234042553191489,,4.921985815602837,Yes
PRV52421,95,33550,353.1578947368421,200.0,2.1052631578947367,63,2.0105263157894737,,3.8526315789473684,No
PRV52422,58,26400,455.17241379310343,300.0,5.172413793103448,33,2.8448275862068964,,4.586206896551724,No
PRV52423,54,11480,212.59259259259258,180.0,3.3333333333333335,30,1.2222222222222223,,4.62962962962963,No
PRV52425,23,3570,155.2173913043478,70.0,3.0434782608695654,8,0.0,,5.260869565217392,No
PRV52427,19,36850,1939.4736842105262,3204.0,168.6315789473684,12,1.5263157894736843,3.0,4.7368421052631575,No
PRV52431,63,23850,378.57142857142856,150.0,2.380952380952381,36,3.3968253968253967,,5.079365079365079,No
PRV52432,58,12780,220.3448275862069,220.0,3.793103448275862,27,1.2241379310344827,,4.086206896551724,No
PRV52433,85,22060,259.52941176470586,170.0,2.0,62,0.9058823529411765,,4.08235294117647,No
PRV52434,2,90,45.0,0.0,0.0,2,0.0,,4.5,No
PRV52435,70,20420,291.7142857142857,380.0,5.428571428571429,25,2.1,,3.7714285714285714,No
PRV52436,44,9980,226.8181818181818,60.0,1.3636363636363635,22,1.5909090909090908,,4.431818181818182,No
PRV52437,43,11050,256.9767441860465,40.0,0.9302325581395349,26,0.2558139534883721,,4.744186046511628,No
PRV52439,121,29520,243.96694214876032,320.0,2.644628099173554,64,0.5785123966942148,,4.256198347107438,No
PRV52440,12,4980,415.0,200.0,16.666666666666668,8,2.9166666666666665,,4.916666666666667,No
PRV52441,94,20410,217.12765957446808,670.0,7.127659574468085,53,1.0425531914893618,,4.851063829787234,No
PRV52443,1,10,10.0,0.0,0.0,1,0.0,,3.0,No
PRV52445,5,102000,20400.0,5340.0,1068.0,5,8.2,8.2,6.2,Yes
PRV52446,10,129000,12900.0,10680.0,1068.0,10,7.3,7.3,5.3,No
PRV52448,2,170,85.0,0.0,0.0,2,0.0,,4.0,No
PRV52449,6,126000,21000.0,6408.0,1068.0,5,6.666666666666667,6.666666666666667,6.166666666666667,No
PRV52450,298,81540,273.6241610738255,590.0,1.9798657718120805,232,1.3657718120805369,,4.577181208053691,No
PRV52451,20,11130,556.5,20.0,1.0,17,2.4,,4.65,No
PRV52452,274,87650,319.8905109489051,3556.0,12.978102189781023,136,1.3467153284671534,5.5,4.510948905109489,No
PRV52453,1,20,20.0,0.0,0.0,1,0.0,,5.0,No
PRV52454,15,1450,96.66666666666667,90.0,6.0,14,0.2,,3.1333333333333333,No
PRV52455,76,24200,318.42105263157896,280.0,3.6842105263157894,45,1.8026315789473684,,4.25,No
PRV52456,7,1370,195.71428571428572,0.0,0.0,7,1.5714285714285714,,4.571428571428571,No
PRV52457,9,117000,13000.0,8544.0,1068.0,9,4.444444444444445,4.444444444444445,5.444444444444445,No
PRV52458,1,27000,27000.0,1068.0,1068.0,1,5.0,5.0,5.0,No
PRV52459,50,505900,10118.0,52332.0,1068.0,49,5.28,5.28,5.82,No
PRV52460,13,90000,6923.076923076923,13884.0,1068.0,9,5.3076923076923075,5.3076923076923075,6.153846153846154,No
PRV52461,7,48000,6857.142857142857,7476.0,1068.0,7,3.5714285714285716,3.5714285714285716,5.571428571428571,No
PRV52462,2,16000,8000.0,1068.0,1068.0,2,4.5,4.5,7.0,No
PRV52463,1,5000,5000.0,1068.0,1068.0,1,4.0,4.0,7.0,No
PRV52464,2,12000,6000.0,2136.0,1068.0,2,8.5,8.5,5.5,No
PRV52466,13,139000,10692.307692307691,13884.0,1068.0,11,8.538461538461538,8.538461538461538,5.3076923076923075,No
PRV52467,103,183660,1783.106796116505,8844.0,85.86407766990291,89,1.5048543689320388,6.875,3.912621359223301,Yes
PRV52468,21,32450,1545.2380952380952,3204.0,152.57142857142858,21,1.9523809523809523,7.0,4.095238095238095,No
PRV52469,184,104420,567.5,6688.0,36.34782608695652,150,1.4076086956521738,4.166666666666667,4.103260869565218,No
PRV52470,3,270,90.0,0.0,0.0,3,0.0,,3.3333333333333335,No
PRV52471,8,1640,205.0,100.0,12.5,8,0.125,,4.375,No
PRV52472,61,203810,3341.1475409836066,18256.0,304.26666666666665,57,3.3442622950819674,4.611111111111111,3.80327868852459,No
PRV52473,4,3870,967.5,0.0,0.0,4,5.0,,6.75,No
PRV52474,37,228770,6182.972972972973,22488.0,624.6666666666666,35,4.351351351351352,6.636363636363637,4.594594594594595,No
PRV52476,26,87300,3357.6923076923076,6508.0,250.30769230769232,26,2.9615384615384617,7.666666666666667,5.1923076923076925,No
